PLAYERID,PLAYER_SLUG,STRENGTHS
848616,juan-andrada,Long balls
848616,juan-andrada,Ground duels
841958,emiliano-mendez,Positioning
989717,franco-paredes,Ground duels
989717,franco-paredes,Positioning
93196,juan-manuel-insaurralde,Ground duels
93196,juan-manuel-insaurralde,Consistency
340845,lucas-acosta,Handling
340845,lucas-acosta,Reflexes
839983,sebastian-villa,Anchor play
839983,sebastian-villa,Consistency
839983,sebastian-villa,Ball control
790757,castro-federico,Penalty taking
546316,ezequiel-ham,Playmaking
1086987,franco-romero,Ball interception
1086987,franco-romero,Positioning
34007,bruno-felix-bianchi,Ground duels
34007,bruno-felix-bianchi,Positioning
1018468,tiago-palacios,Ball control
1018468,tiago-palacios,Playmaking
1018468,tiago-palacios,Anchor play
174519,guido-carrillo,Positioning
174519,guido-carrillo,Anchor play
830667,santiago-ascacibar,Positioning
830667,santiago-ascacibar,Tackling
33958,enzo-perez,Long balls
33958,enzo-perez,Positioning
33958,enzo-perez,Ground duels
927790,edwuin-cetre,Penalty taking
927790,edwuin-cetre,Ground duels
22981,jose-sosa,Direct free kicks
284729,fernando-zuqui,Playmaking
1116624,eros-mancuso,Consistency
1116624,eros-mancuso,Tackling
980485,facundo-rodriguez,Ground duels
1099481,matias-mansilla,Long shots saving
860045,enzo-copetti,High pressing
839582,maximiliano-lovera,Long balls
789427,ignacio-malcorra,Playmaking
989796,franco-ibarra,Ground duels
989796,franco-ibarra,Tackling
989796,franco-ibarra,Positioning
1087087,lautaro-giaccone,High pressing
986257,jonatan-gomez,Passing
1180814,kevin-ortiz,Positioning
789402,mauricio-martinez,Ground duels
789402,mauricio-martinez,Long balls
1066556,agustin-sandez,Ground duels
1066556,agustin-sandez,Tackling
877400,facundo-mallo,Positioning
877400,facundo-mallo,Ground duels
376734,juan-komar,Aerial duels
895593,emanuel-coronel,Ground duels
895593,emanuel-coronel,Tackling
33202,carlos-quintana,Ground duels
33202,carlos-quintana,Positioning
33202,carlos-quintana,Tackling
789406,jorge-broun,Handling
789406,jorge-broun,Long shots saving
898982,mateo-coronel,High pressing
93199,luis-miguel-rodriguez,Playmaking
943166,marcelo-estigarribia,Positioning
832213,joaquin-pereyra,Playmaking
832213,joaquin-pereyra,High pressing
832213,joaquin-pereyra,Positioning
1009957,adrian-sanchez,Tackling
1009957,adrian-sanchez,Positioning
830747,guillermo-acosta,Positioning
830747,guillermo-acosta,Long balls
971199,rodrigo-melo,Positioning
941542,juan-infante,Ground duels
895734,tomas-durso,High claims
789453,gabriel-avalos,High pressing
789453,gabriel-avalos,Penalty taking
789453,gabriel-avalos,Positioning
789663,alexis-canelo,Positioning
789663,alexis-canelo,High pressing
875294,gabriel-neves,Long balls
122615,federico-mancuello,Playmaking
122634,ivan-marcone,Positioning
122634,ivan-marcone,Ground duels
881847,jhonny-quinonez,Long balls
32891,mauricio-isla,Ground duels
39697,damian-perez,Tackling
158249,rodrigo-rey,Handling
158249,rodrigo-rey,Penalty saving
158249,rodrigo-rey,Reflexes
838770,nicolas-benegas,Anchor play
838770,nicolas-benegas,Penalty taking
341091,walter-ruben-acuna,Ball control
1110289,alan-barrionuevo,Aerial duels
1110289,alan-barrionuevo,Positioning
896998,ignacio-arce,Consistency
896998,ignacio-arce,Penalty saving
896998,ignacio-arce,Handling
776197,juan-dobboletta,Long shots saving
31981,ever-banega,Playmaking
31981,ever-banega,Long balls
31981,ever-banega,Passing
805427,gustavo-velazquez,Aerial duels
805427,gustavo-velazquez,Positioning
805427,gustavo-velazquez,Ground duels
1384966,glavinovich-ian,Positioning
941403,armando-mendez,Ground duels
106111,lucas-hoyos,Penalty saving
106111,lucas-hoyos,Reflexes
818326,ramiro-macagno,Reflexes
818326,ramiro-macagno,Handling
924872,rodrigo-pineiro,Long balls
340455,claudio-aquino,Direct free kicks
340455,claudio-aquino,Playmaking
856132,santiago-caseres,Long balls
1186010,diego-gomez,Ground duels
989860,joaquin-garcia,Tackling
989860,joaquin-garcia,Ground duels
250933,leonardo-jara,Tackling
250933,leonardo-jara,Ground duels
898750,tomas-marchiori,Handling
898750,tomas-marchiori,Reflexes
898750,tomas-marchiori,Long shots saving
849136,ivan-gomez,Positioning
849136,ivan-gomez,Long balls
981350,leonel-picco,Positioning
981350,leonel-picco,Tackling
851585,fernando-juarez,Positioning
851585,fernando-juarez,Ground duels
992126,sasha-marcich,Tackling
992126,sasha-marcich,Ground duels
883922,ignacio-vazquez,Ground duels
883922,ignacio-vazquez,Positioning
850925,gaston-suso,Tackling
850925,gaston-suso,Ground duels
850925,gaston-suso,Positioning
874969,juan-cozzani,Handling
874969,juan-cozzani,Consistency
874969,juan-cozzani,Reflexes
1019570,quintana-silva-juan-ignacio,Ball control
1087041,matias-gonzalez,High pressing
978872,calleros-yvo,Positioning
991476,cristian-nunez,Long balls
943997,jesus-miguel-soraire,Long balls
1113232,aaron-quiros,Ground duels
250345,emanuel-insua,Positioning
250345,emanuel-insua,Tackling
250345,emanuel-insua,Ground duels
879625,alexis-dominguez,High pressing
1597466,facundo-nicolas-kruger,Aerial duels
1086976,siro-rosane,Ground duels
1067815,rodrigo-herrera,Tackling
1067815,rodrigo-herrera,Positioning
1116122,santiago-coronel,Ball control
1116122,santiago-coronel,Playmaking
122713,dardo-miloc,Positioning
871805,gonzalo-goni,Ground duels
895365,nicolas-demartini,Positioning
1104114,agustin-irazoque,Positioning
1104114,agustin-irazoque,Aerial duels
147578,sebastian-moyano,Long shots saving
581804,nicolas-fernandez,Long balls
790065,rodrigo-bogarin,Long balls
914145,kevin-gutierrez,Positioning
1163996,lopez-kevin,Passing
1163996,lopez-kevin,Long balls
1114494,luciano-herrera,Long balls
1094185,matias-sosa,Ball control
1092590,ayrton-portillo,Ball control
107418,enrique-bologna,Long shots saving
107418,enrique-bologna,Handling
107418,enrique-bologna,Reflexes
881111,cristopher-fiermarin,Handling
881111,cristopher-fiermarin,Reflexes
851824,agustin-cardozo,Long balls
851824,agustin-cardozo,Ground duels
851824,agustin-cardozo,Positioning
1084966,gian-nardelli,Ground duels
992112,nahuel-banegas,Aerial duels
992112,nahuel-banegas,Ball control
1182457,reali-matias,Ball control
26995,carlos-sanchez,Positioning
984926,agustin-martegani,Passing
909608,cristian-ferreira,Long balls
909608,cristian-ferreira,High pressing
909608,cristian-ferreira,Playmaking
994453,malcom-braida,Tackling
994453,malcom-braida,Positioning
994453,malcom-braida,Ground duels
992084,ivan-tapia,Penalty taking
992084,ivan-tapia,Playmaking
839734,jhohan-romana,Ground duels
351824,gaston-campi,Aerial duels
794812,facundo-altamirano,Long shots saving
794812,facundo-altamirano,Handling
794812,facundo-altamirano,Reflexes
830775,gaston-gomez,Long shots saving
1084967,gonzalo-abrego,Long balls
1391295,mariano-santiago,Ball control
932903,federico-rasmussen,Ground duels
932903,federico-rasmussen,Positioning
932903,federico-rasmussen,Tackling
140103,pier-barrios,Ground duels
992067,facundo-butti,Positioning
992067,facundo-butti,Aerial duels
822590,franco-petroli,Handling
822590,franco-petroli,Reflexes
551382,roberto-ramirez,Reflexes
551382,roberto-ramirez,Handling
1065603,matias-benitez,Ball control
584038,rafael-barrios,Aerial duels
871745,luis-ingolotti,Runs out
332773,andres-mehring,Handling
332773,andres-mehring,Runs out
332773,andres-mehring,Reflexes
309306,bruno-petkovic,Direct free kicks
309306,bruno-petkovic,Penalty taking
309306,bruno-petkovic,Positioning
283841,fran-brodic,Finishing
1090019,martin-baturina,Long balls
1090019,martin-baturina,Playmaking
1090019,martin-baturina,Passing
190435,marko-pjaca,Long balls
1102829,luka-stojkovic,Long balls
1102829,luka-stojkovic,High pressing
1102829,luka-stojkovic,Playmaking
243713,josip-misic,Long balls
243713,josip-misic,Positioning
243713,josip-misic,Playmaking
73146,stefan-ristovski,Ground duels
1048923,mauro-perkovic,Ground duels
1048923,mauro-perkovic,Tackling
358598,petar-bockaj,Ball control
826293,ronael-pierre-gabriel,Ground duels
802137,maxime-bernauer,Ground duels
357582,ivan-nevistic,Reflexes
1063336,nikola-cavlina,Reflexes
1063336,nikola-cavlina,Penalty saving
1063336,nikola-cavlina,Handling
286915,ivan-filipovic,High claims
1066802,marco-pasalic,Long shots
1066802,marco-pasalic,Consistency
916183,toni-fruk,Playmaking
916183,toni-fruk,High pressing
922945,lindon-selahi,Positioning
922945,lindon-selahi,Ground duels
922945,lindon-selahi,Tackling
855908,bruno-goda,Tackling
855908,bruno-goda,Ground duels
95666,ante-majstorovic,Aerial duels
798416,josip-posavec,Handling
94226,marko-livaja,Finishing
94226,marko-livaja,Playmaking
1146492,mate-antunovic,Anchor play
1005787,madzid-sosic,Anchor play
1005787,madzid-sosic,Ball control
38710,ivan-perisic,Playmaking
1146488,rokas-pukstas,Positioning
322417,filip-krovinovic,Passing
322417,filip-krovinovic,Ground duels
944142,benrahou-yassine,Playmaking
257135,dario-melnjak,Ground duels
801066,fahd-moufi,Ground duels
1411145,niko-sigur,Long balls
1411145,niko-sigur,Ground duels
244785,ivan-lucic,Long shots saving
244785,ivan-lucic,Handling
244785,ivan-lucic,Reflexes
836200,ramon-mierez,Consistency
836200,ramon-mierez,Finishing
836200,ramon-mierez,Positioning
1122918,domagoj-bukvic,High pressing
897603,darko-nejasmic,Positioning
897603,darko-nejasmic,Ground duels
837015,petar-pusic,Playmaking
1125986,ricuenio-kewal,High pressing
1131891,andre-duarte,Ground duels
44679,duje-cop,Finishing
1003397,silvio-gorican,High pressing
943132,jon-mersinaj,Positioning
867035,igor-postonjski,Positioning
867035,igor-postonjski,Playmaking
1090018,ivan-tezacki,Aerial duels
880745,jurica-prsir,Playmaking
94235,filip-mrzljak,Positioning
1201460,gurlica-jakov,Positioning
1201460,gurlica-jakov,Aerial duels
887798,matej-vuk,Positioning
906673,oleksandr-petrusenko,Long balls
906673,oleksandr-petrusenko,Positioning
825959,dario-maresic,Ground duels
1086358,moris-valincic,Ground duels
887800,lovro-majkic,Long shots saving
283853,robert-muric,Long balls
1005403,michael-agbekpornu,Positioning
1065156,marco-boras,Aerial duels
173659,tomislav-mrcela,Aerial duels
1175756,carlos-gonzalez,Positioning
856109,emanuel-reynoso,Playmaking
856109,emanuel-reynoso,High pressing
856109,emanuel-reynoso,Ball control
832662,christian-rivera,Positioning
832662,christian-rivera,Tackling
832662,christian-rivera,Penalty taking
221902,federico-lertora,Positioning
942708,kevin-castaneda,Long balls
157805,joe-corona,High pressing
924530,nicolas-diaz,Tackling
924530,nicolas-diaz,Ground duels
924530,nicolas-diaz,Positioning
819106,kevin-balanta,Ground duels
905194,unai-bilbao,Positioning
905194,unai-bilbao,Aerial duels
869210,barbosa-diego,Tackling
920803,benny-diaz,High claims
269089,rodrigo-dourado,Positioning
269089,rodrigo-dourado,Long balls
828610,sebastien-salles-lamonge,Long balls
828610,sebastien-salles-lamonge,Playmaking
828610,sebastien-salles-lamonge,Passing
143061,cristiano-piccini,Ground duels
51723,julio-cesar-dominguez,Ground duels
817753,ricardo-chavez,Tackling
341887,jordan-silva,Aerial duels
341887,jordan-silva,Positioning
341887,jordan-silva,Long balls
943254,andres-sanchez,High claims
16424,andre-pierre-gignac,Penalty taking
16424,andre-pierre-gignac,Long balls
16424,andre-pierre-gignac,Finishing
962034,ozziel-herrera,Positioning
851070,juan-brunetta,Playmaking
851070,juan-brunetta,Passing
851070,juan-brunetta,Long balls
922150,sebastian-cordova,Direct free kicks
339141,fernando-gorriaran,Playmaking
339141,fernando-gorriaran,Passing
1133645,rafael-carioca,Long balls
1133645,rafael-carioca,Playmaking
221566,igor-lichnovsky,Ground duels
331405,samir-caetano,Ground duels
869277,jesus-angulo,Tackling
869277,jesus-angulo,Ground duels
122092,javier-aquino,Ground duels
1046434,fernando-tapia,Consistency
105961,gabriel-funes-mori,Anchor play
795282,guillermo-martinez,Positioning
795282,guillermo-martinez,Aerial duels
1109859,piero-quispe,Long balls
1109859,piero-quispe,Passing
1109859,piero-quispe,High pressing
905257,cesar-huerta,High pressing
358942,leonardo-suarez,Playmaking
358942,leonardo-suarez,Consistency
358942,leonardo-suarez,Passing
988775,jose-caicedo,Positioning
1387298,rodrigo-lopez,Long balls
253415,ruben-duarte,Ground duels
979180,bennevendo-pablo,Tackling
979180,bennevendo-pablo,Ground duels
159905,julio-gonzalez,High claims
787385,gil-alcala,Reflexes
843114,julian-quinones,Penalty taking
843114,julian-quinones,Long balls
843114,julian-quinones,Positioning
755408,henry-martin,Finishing
755408,henry-martin,Penalty taking
755408,henry-martin,Positioning
333421,diego-valdes,Long balls
333421,diego-valdes,High pressing
333421,diego-valdes,Playmaking
790108,alejandro-zendejas,Passing
84835,jonathan-dos-santos,Long balls
838629,alvaro-fidalgo,Long balls
838629,alvaro-fidalgo,Consistency
838629,alvaro-fidalgo,Playmaking
885612,richard-sanchez,Long balls
885612,richard-sanchez,Playmaking
845322,erick-sanchez,Playmaking
845322,erick-sanchez,Long balls
924889,sebastian-caceres,Ground duels
989236,israel-reyes,Long balls
52000,luis-fuentes,Ground duels
830240,luis-malagon,Long shots saving
830240,luis-malagon,Handling
277365,giorgos-giakoumakis,Positioning
1172773,romo-luis,Playmaking
845849,carlos-rodriguez,Playmaking
845849,carlos-rodriguez,Long balls
789308,jose-rivero,Playmaking
905247,alexis-gutierrez,Passing
340537,gonzalo-piovi,Positioning
340537,gonzalo-piovi,Tackling
340537,gonzalo-piovi,Ground duels
876190,kevin-mier,Handling
876190,kevin-mier,Long shots saving
818402,brandon-vazquez,Long balls
818402,brandon-vazquez,Anchor play
822606,german-berterame,High pressing
822606,german-berterame,Positioning
41560,sergio-canales,Playmaking
41560,sergio-canales,Passing
340897,maximiliano-meza,Long balls
340897,maximiliano-meza,Playmaking
1173373,johan-rojas,Playmaking
837400,jordi-cortizo,Long balls
837400,jordi-cortizo,Passing
583332,jorge-rodriguez,Positioning
583332,jorge-rodriguez,Ground duels
583332,jorge-rodriguez,Long balls
79822,esteban-andrada,High claims
79822,esteban-andrada,Reflexes
79822,esteban-andrada,Consistency
940989,kevin-velasco,Passing
940989,kevin-velasco,Playmaking
846766,facundo-waller,Long balls
846766,facundo-waller,High pressing
156435,diego-de-buen,Positioning
842933,pablo-gonzalez,Positioning
842933,pablo-gonzalez,Long balls
82405,brayan-angulo,Ground duels
1390104,olmedo-sebastian,Ground duels
846773,mateo-garcia,High pressing
846773,mateo-garcia,Passing
1046703,jeremy-marquez,Long balls
943061,raymundo-fulgencio,Long balls
305732,aldo-rocha,Long balls
869905,edgar-zaldivar,Long balls
843154,luis-reyes,Tackling
843154,luis-reyes,Ground duels
125787,camilo-vargas,Penalty saving
219558,aitor-garcia,Long shots
800239,dieter-villalpando,High pressing
800239,dieter-villalpando,Playmaking
800239,dieter-villalpando,Long balls
988779,edson-fernando,Positioning
156400,francisco-calvo,Ground duels
156400,francisco-calvo,Positioning
1066212,moises-mosquera,Tackling
1066212,moises-mosquera,Positioning
1066212,moises-mosquera,Ground duels
205790,paulinho,Positioning
205790,paulinho,Finishing
205790,paulinho,Long balls
815637,alexis-vega,Long balls
815637,alexis-vega,Playmaking
818816,jean-meneses,High pressing
818816,jean-meneses,Long balls
818816,jean-meneses,Playmaking
942167,marcel-ruiz,Long balls
942167,marcel-ruiz,Tackling
942167,marcel-ruiz,Ground duels
333427,claudio-baeza,Long balls
973287,frankie-amaya,High pressing
829624,jesus-ricardo-angulo,Passing
829624,jesus-ricardo-angulo,Long balls
923000,bruno-mendez,Ground duels
982552,federico-pereira,Positioning
941181,brian-garcia,Long balls
340265,luis-amarilla,Anchor play
833352,yoel-barcenas,Long balls
833352,yoel-barcenas,Playmaking
822785,josue-colman,Playmaking
985102,torres-alan,Long balls
804342,jose-joaquin-esquivel,Long balls
799302,bryan-colula,Ground duels
34312,javier-hernandez,Ground duels
590700,erick-gutierrez,Tackling
590700,erick-gutierrez,Positioning
590700,erick-gutierrez,Ground duels
865500,roberto-alvarado,Playmaking
865500,roberto-alvarado,High pressing
889214,fernando-beltran,Long balls
359080,omar-govea,Long balls
1088274,jesus-orozco,Ground duels
809024,alan-mozo,Tackling
606362,antonio-briseno,Aerial duels
963012,gilberto-sepulveda,Ground duels
1065365,jose-castillo,Tackling
1065365,jose-castillo,Ground duels
128793,jesus-sanchez,Tackling
990408,jose-rangel,Consistency
990408,jose-rangel,Long shots saving
350562,oscar-whalley,Long shots saving
35532,salomon-rondon,High pressing
35532,salomon-rondon,Penalty taking
35532,salomon-rondon,Consistency
114497,borja-baston,High pressing
114497,borja-baston,Penalty taking
823963,oussama-idrissi,Long balls
823963,oussama-idrissi,Long shots
823963,oussama-idrissi,Playmaking
52061,angel-mena,Passing
52061,angel-mena,Playmaking
52061,angel-mena,Long balls
1129401,nelson-deossa,Consistency
1503702,elias-montiel,Long balls
1503702,elias-montiel,Playmaking
982545,paulino-de-la-fuente,Long balls
1002384,bryan-gonzalez,Passing
915162,sergio-barreto,Ground duels
915162,sergio-barreto,Positioning
915162,sergio-barreto,Tackling
22986,gustavo-cabral,Ground duels
886780,carlos-moreno,Consistency
944623,jose-paradela,High pressing
944623,jose-paradela,Playmaking
818016,bryan-garnica,Playmaking
996767,rosero-kevin,High pressing
818657,fernando-arce-jr,Positioning
930555,agustin-oliveros,Ground duels
1046625,alan-montes,Positioning
817679,alexis-pena,Ground duels
817679,alexis-pena,Positioning
790756,ezequiel-unsain,Reflexes
790756,ezequiel-unsain,High claims
944637,jordan-carrillo,Playmaking
944637,jordan-carrillo,Passing
804345,alan-cervantes,Long balls
1110198,mariscal-salvador,Positioning
1022960,aldo-lopez,Long balls
248437,anderson-santamaria,Ground duels
1161819,santiago-nunez,Tackling
1161819,santiago-nunez,Ground duels
1161819,santiago-nunez,Positioning
840519,carlos-acevedo,Long shots saving
840519,carlos-acevedo,Consistency
860641,lucas-rodriguez,Passing
860641,lucas-rodriguez,High pressing
860641,lucas-rodriguez,Long balls
51948,pablo-barrera,Playmaking
155636,kevin-escamilla,Positioning
1083012,martin-rio,Positioning
834177,miguel-barbieri,Positioning
220705,guillermo-allison,Consistency
220705,guillermo-allison,Long shots saving
255881,nico-lopez,Long shots
976104,federico-vinas,Consistency
976104,federico-vinas,Positioning
14942,andres-guardado,Long balls
1005192,fidel-ambriz,Long balls
544168,luciano-cabral,High pressing
975053,alan-medina,Ball control
975053,alan-medina,Playmaking
940699,adonis-frias,Ground duels
359048,osvaldo-rodriguez,Ground duels
359048,osvaldo-rodriguez,Tackling
343161,stefan-drazic,Anchor play
187431,max-meyer,Passing
187431,max-meyer,Penalty taking
187431,max-meyer,Playmaking
280553,anastasios-donis,Ball control
939527,marquinhos,Ball control
167247,dieumerci-ndongala,Ball control
1108216,marius-corbu,High pressing
1108216,marius-corbu,Long balls
81239,georgi-kostadinov,Long balls
81239,georgi-kostadinov,Positioning
82497,sergio-tejera,Positioning
82497,sergio-tejera,Playmaking
1006580,demetris-theodorou,Ball control
182025,lasha-dvali,Long balls
386630,issam-chebake,Aerial duels
63766,mateo-susic,Aerial duels
39586,radosav-petrovic,Aerial duels
39586,radosav-petrovic,Long balls
1093049,antoniou-evagoras,Ball interception
106713,vid-belec,Handling
106713,vid-belec,Reflexes
42987,aleksandr-kokorin,Anchor play
300412,giorgi-kvilitaia,Anchor play
300412,giorgi-kvilitaia,Aerial duels
300412,giorgi-kvilitaia,Ball control
860157,leo-bengtsson,Ball control
312170,slobodan-urosevic,Aerial duels
248245,vana,Runs out
254789,fran-sol,Aerial duels
254789,fran-sol,Anchor play
902681,enzo-cabrera,Anchor play
902681,enzo-cabrera,Aerial duels
252123,mark-diemers,Ball control
252123,mark-diemers,Passing
252123,mark-diemers,Playmaking
892625,imad-faraj,Ball control
19003,bruno-gama,Ball control
1002663,clarismario,Ball control
951985,jimmy-suarez,Ground duels
120387,hrvoje-milicevic,Consistency
120387,hrvoje-milicevic,Long balls
340557,facundo-sanchez,Aerial duels
808992,angel-garcia,Aerial duels
808992,angel-garcia,Ball control
1017912,danny,Ground duels
539260,jairo-da-silva,Playmaking
539260,jairo-da-silva,Anchor play
539260,jairo-da-silva,Ball control
997341,moustapha-name,Ball interception
997341,moustapha-name,Positioning
997341,moustapha-name,Playmaking
877391,onni-valakari,Ball control
151131,muamer-tankovic,Ball control
151131,muamer-tankovic,Playmaking
227188,patrick-twumasi,Ball control
800106,bruno,Ball control
558856,ilia-marios,Ball control
895931,matias-melluso,Tackling
803173,josef-kvida,Aerial duels
803173,josef-kvida,Positioning
546180,david-goldar,Aerial duels
546180,david-goldar,Positioning
190417,ivica-ivusic,Penalty saving
984062,loizos-loizou,Ball control
889052,willy-semedo,Ball control
858501,mateo-maric,Positioning
858501,mateo-maric,Long balls
369708,ioannis-kousoulos,Positioning
154406,adam-lang,Long balls
139278,constantinos-panagi,Runs out
283839,ante-roguljic,Playmaking
307384,giannis-kargas,Long balls
1017840,stamoulis-konstantinos,Ball control
846039,pedro-marques,Consistency
846039,pedro-marques,Anchor play
893536,dorregaray-diego,Aerial duels
588784,angelo-sagal,Ball control
186745,chambos-kyriakou,Long balls
881948,babacar-dione,Ball control
801925,giorgos-malekkidis,Aerial duels
801925,giorgos-malekkidis,Ball control
149660,peter-leeuwenburgh,Runs out
592556,fiorin-durmishaj,Positioning
43414,luciano-narsingh,Playmaking
43414,luciano-narsingh,Ball control
43414,luciano-narsingh,Consistency
247115,danny-bejarano,Positioning
991551,victor-fernandez,Ball control
827487,miguelito,Long balls
848021,konstantinos-sergiou,Ball control
195414,abdelaye-diakite,Positioning
195414,abdelaye-diakite,Aerial duels
189381,nikolaos-melissas,High claims
181829,georgi-minchev,Aerial duels
181829,georgi-minchev,Anchor play
293185,andreas-makris,Anchor play
1010444,luiyi-de-lucas,Ground duels
805020,victor-braga,Consistency
770285,patryk-lipski,Positioning
770285,patryk-lipski,Playmaking
770285,patryk-lipski,Long balls
363778,dejan-drazic,Ball control
363778,dejan-drazic,Playmaking
789430,manuel-de-iriondo,Aerial duels
789430,manuel-de-iriondo,Positioning
905374,petros-ioannou,Ball interception
833660,marios-peratikos,Ball interception
879123,katsantonis-andreas,Anchor play
1000468,aboubacar-doumbia,Ball control
869940,oueslati-habib,Ball control
869940,oueslati-habib,Playmaking
90318,stavros-tsoukalas,Ball interception
90318,stavros-tsoukalas,Positioning
827759,petros-psychas,Ball control
804844,bojan-kovacevic,Ball control
51294,nicolas-diguiny,Anchor play
553494,dimitar-velkovski,Playmaking
180529,adil-nabi,Ball control
180529,adil-nabi,Playmaking
94548,nikola-trujic,Ball control
178743,isaac-kiese-thelin,Positioning
791978,sead-haksabanovic,Passing
849339,sergio-pena,Positioning
849339,sergio-pena,High pressing
849339,sergio-pena,Tackling
962068,sebastian-nanasi,Consistency
962068,sebastian-nanasi,High pressing
962068,sebastian-nanasi,Playmaking
1022820,taha-ali,Playmaking
81859,anders-christiansen,Playmaking
947923,sebastian-jorgensen,Passing
793170,oliver-berg,Passing
793170,oliver-berg,Playmaking
977825,lasse-berg-johnsen,Consistency
977825,lasse-berg-johnsen,Long balls
977825,lasse-berg-johnsen,Playmaking
802837,moustafa-zeidan,Playmaking
44848,jens-stryger-larsen,Consistency
55123,pontus-jansson,Aerial duels
55123,pontus-jansson,Positioning
801411,derek-cornelius,Positioning
801411,derek-cornelius,Aerial duels
801411,derek-cornelius,Ground duels
794783,ricardo-friedrich,Runs out
794783,ricardo-friedrich,High claims
794783,ricardo-friedrich,Long shots saving
929009,nicklas-rojkjaer,Playmaking
860615,stahl-adam,Positioning
1023786,viktor-gustafson,High pressing
345309,gustavsson-jesper,Positioning
1099794,herman-johansson,Positioning
1099794,herman-johansson,High pressing
1099794,herman-johansson,Aerial duels
1014583,noel-tornqvist,Reflexes
604928,deniz-hummet,Long shots
996734,gulliksen-tobias-fjeld,Passing
996734,gulliksen-tobias-fjeld,High pressing
31470,magnus-eriksson,Playmaking
792027,samuel-leach-holm,Playmaking
998465,patric-aslund,Ball control
143286,marcus-danielson,Ground duels
143286,marcus-danielson,Positioning
143286,marcus-danielson,Aerial duels
548286,miro-tenho,Aerial duels
978728,jacob-widell-zetterstrom,Consistency
978728,jacob-widell-zetterstrom,Penalty saving
1065865,inoussa-zeidane,Positioning
1065865,inoussa-zeidane,High pressing
1021083,lindberg-julius,Ball control
1021083,lindberg-julius,Passing
1173222,romeo-amane,Passing
1173222,romeo-amane,Playmaking
319307,simon-gustafson,Consistency
319307,simon-gustafson,Playmaking
319307,simon-gustafson,Passing
801073,mikkel-rygaard,Consistency
801073,mikkel-rygaard,Long shots
801073,mikkel-rygaard,Playmaking
228348,marius-lode,Long balls
22454,even-hovland,Long balls
22454,even-hovland,Positioning
22454,even-hovland,Aerial duels
149856,simon-sandberg,Long balls
283217,johan-hammar,Long balls
283217,johan-hammar,Aerial duels
184679,andreas-linde,Long shots saving
1086448,viktor-dukanovic,Long shots
36077,nahir-besara,Playmaking
36077,nahir-besara,Consistency
36077,nahir-besara,Passing
1145695,alper-demirol,Long balls
946959,fredrik-hammar,Tackling
946959,fredrik-hammar,Ground duels
946959,fredrik-hammar,Positioning
328151,oscar-johansson-schellhas,High pressing
328151,oscar-johansson-schellhas,Playmaking
867530,shaquille-pinas,Consistency
984582,dovin-oliver,Consistency
984582,dovin-oliver,Long shots saving
984582,dovin-oliver,High claims
956436,holmstrom-alexander-ahl,Aerial duels
35631,mervan-celik,Passing
35631,mervan-celik,Anchor play
35631,mervan-celik,Ball control
1185629,lundgren-gustav,Playmaking
1185629,lundgren-gustav,Ball control
119675,jonas-lindberg,Passing
1021081,aberg-joackim,Playmaking
911139,axel-noren,Positioning
911139,axel-noren,Ball interception
860612,krasniqi-mergim,High claims
860612,krasniqi-mergim,Runs out
227892,arber-zeneli,Direct free kicks
227892,arber-zeneli,Consistency
885863,michael-baidoo,Playmaking
885863,michael-baidoo,High pressing
885863,michael-baidoo,Long shots
1101887,ahmed-qasem,High pressing
932856,andri-baldursson,Positioning
94627,simon-hedlund,High pressing
1025990,eggert-aron-gudmundsson,Ball control
1139337,jebara-camil,Ball control
1200442,terry-yegbe,Positioning
228833,sebastian-holmen,Ground duels
837153,isak-pettersson,High claims
981794,marcus-bundgaard,Runs out
981794,marcus-bundgaard,High claims
1082336,salech-yousef,Positioning
1030195,marcus-lindberg,Positioning
1018786,leo-walta,High pressing
1001588,persson-joakim,Playmaking
791929,daniel-stensson,High pressing
791929,daniel-stensson,Playmaking
791929,daniel-stensson,Positioning
1047911,melker-heier,Playmaking
1047911,melker-heier,Passing
1126773,adam-wikman,Long balls
856803,jakob-tannander,High claims
1022351,mohammed-naeem,Finishing
915325,amir-al-ammari,Positioning
876891,birnir-snaer-ingason,Ball control
930663,andre-boman,Ground duels
279521,gustav-engvall,High pressing
876309,ajdin-zeljkovic,Positioning
358824,marco-bustos,Passing
931035,le-roux-luke,Positioning
143357,simon-thern,Playmaking
1019166,wenderson,High pressing
1019166,wenderson,Positioning
1019166,wenderson,Consistency
1103229,kotto-samuel,Aerial duels
192630,jonathan-rasheed,Reflexes
192630,jonathan-rasheed,Handling
192630,jonathan-rasheed,High claims
1021274,omar-faraj,High pressing
792214,dino-besirovic,Positioning
792214,dino-besirovic,High pressing
281013,bersant-celina,Passing
279513,anton-saletros,Playmaking
279513,anton-saletros,Passing
1065166,smidesang-edh-eskil,Ground duels
1066141,erik-ring,Ball control
36930,sotirios-papagiannopoulos,Ground duels
36930,sotirios-papagiannopoulos,Aerial duels
36930,sotirios-papagiannopoulos,Positioning
856160,benjamin-hansen,Ground duels
911147,nikola-vasic,Positioning
861199,adam-jakobsen,Anchor play
861199,adam-jakobsen,Ball control
860148,daleho-irandust,Playmaking
1017655,alexander-jensen,Playmaking
1017655,alexander-jensen,Passing
930973,paya-pichkah,Positioning
793164,ludvig-fritzson,Positioning
963025,rasmus-orqvist,High pressing
